Auracle,MioXL -  MAC STUDIO,Port #,,RTP group,T/S,path 1,T/S,path 2,T/S,Source / Destination,T/S,Midi Ch. 1,T/S,Midi Ch. 2,T/S,Midi Ch. 3,T/S,Midi Ch. 4,T/S,Midi Ch. 5,T/S,Midi Ch. 6,T/S,Midi Ch. 7,T/S,Midi Ch. 8,T/S,Midi Ch. 9,T/S,Midi Ch. 10,T/S,Midi Ch. 11,T/S,Midi Ch. 12,T/S,Midi Ch. 13,T/S,Midi Ch. 14,T/S,Midi Ch. 15,T/S,Midi Ch. 16,,,Receive clock ,Send Clock,Editor,Notes
,DIN In,1,←,,,,,,,MULTI SWITCH DIN ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desitnation tbd
,1/4 In,1,←,,,,,,,"KB 1/4"" TRS PB-48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cirklon,Port #,,RTP group,T/S,path 1,T/S,path 2,T/S,Source / Destination,T/S,Midi Ch. 1,T/S,Midi Ch. 2,T/S,Midi Ch. 3,T/S,Midi Ch. 4,T/S,Midi Ch. 5,T/S,Midi Ch. 6,T/S,Midi Ch. 7,T/S,Midi Ch. 8,T/S,Midi Ch. 9,T/S,Midi Ch. 10,T/S,Midi Ch. 11,T/S,Midi Ch. 12,T/S,Midi Ch. 13,T/S,Midi Ch. 14,T/S,Midi Ch. 15,T/S,Midi Ch. 16,,Midi Filter,Recieve Clock,Send Clock,Editor,Notes
,Din out,1,→,,→,Midi Solutions Merger D In 1,,,→,MioXL MAC PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din out,2,→,,,Midi Solutions Merger B In1/out2,→,Midi Solutions Merger in1/out1,→,MioXL KB ISLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din out,3,→,,T1,Midi Solutions Merger  C In 1,T2/3→,midimizer/midimizer2,→,MioXL KB E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din out,4,→,,,Midimizer 3,,cat 5,,Mix room (cut n/a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din out,5,→,,→,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din in,1,←,,←,Midi Solutions Merger A 1 out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din in,2,←,,,Stagebox D Out (MPC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din in,3,←,,,Unused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din in,4,←,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din in,5,←,,,,,,←,ERM Multiclock DIN 4 Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Usb in/out,0,↔,,,,,,,Mac Pro (audio midi setup),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LOCATION = MAC PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cirklon Port 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Midi Solutions Quadra Merge,Port #,,RTP group,T/S,path 1,T/S,path 2,T/S,Source / Destination,T/S,Midi Ch. 1,T/S,Midi Ch. 2,T/S,Midi Ch. 3,T/S,Midi Ch. 4,T/S,Midi Ch. 5,T/S,Midi Ch. 6,T/S,Midi Ch. 7,T/S,Midi Ch. 8,T/S,Midi Ch. 9,T/S,Midi Ch. 10,T/S,Midi Ch. 11,T/S,Midi Ch. 12,T/S,Midi Ch. 13,T/S,Midi Ch. 14,T/S,Midi Ch. 15,T/S,Midi Ch. 16,,Midi Filter,Receive clock ,Send Clock,Editor,Notes
,Out,1,→,,,,,,,,,,,,T2,Cheetah MS6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Out,2,→,,,,,,,,,,,,,,,,,,,,,,T2,Yamaha TX816,,Yamaha TX816,,Yamaha TX816,,Yamaha TX816,,Yamaha TX816,,Yamaha TX816,,Yamaha TX816,,Yamaha TX816,,,,,,,,
,In,1,←,,,,,,←,MioXL MAC PRO port 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Midi Solutions Quadra Merge,Port #,,RTP group,T/S,path 1,T/S,path 2,T/S,Source / Destination,T/S,Midi Ch. 1,T/S,Midi Ch. 2,T/S,Midi Ch. 3,T/S,Midi Ch. 4,T/S,Midi Ch. 5,T/S,Midi Ch. 6,T/S,Midi Ch. 7,T/S,Midi Ch. 8,T/S,Midi Ch. 9,T/S,Midi Ch. 10,T/S,Midi Ch. 11,T/S,Midi Ch. 12,T/S,Midi Ch. 13,T/S,Midi Ch. 14,T/S,Midi Ch. 15,T/S,Midi Ch. 16,,Midi Filter,Receive clock ,Send Clock,Editor,Notes
,Out,1,→,,,,,,,Matrix 1000w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Out,2,→,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,In,1,←,,,,,,,MioXL MAC PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,In,2,←,,,,,,,Hosa USB Midi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,In,3,←,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,In,4,←,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hosa USB -> Midi,Port #,,RTP group,T/S,path 1,T/S,path 2,,Destination,T/S,Midi Ch. 1,T/S,Midi Ch. 2,T/S,Midi Ch. 3,T/S,Midi Ch. 4,T/S,Midi Ch. 5,T/S,Midi Ch. 6,T/S,Midi Ch. 7,T/S,Midi Ch. 8,T/S,Midi Ch. 9,T/S,Midi Ch. 10,T/S,Midi Ch. 11,T/S,Midi Ch. 12,T/S,Midi Ch. 13,T/S,Midi Ch. 14,T/S,Midi Ch. 15,T/S,Midi Ch. 16,,Midi Filter,Receive clock ,Send Clock,Editor,Notes
,Out,1,→,,,,,,T1,Quadra Merge In 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,In,1,←,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USB,1,↔,,,,,,,Mac Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Keystep Pro,Port #,,RTP Group,T/S,path 1,T/S,path 2,T/S,Source / Destination,T/S,Midi Ch. 1,T/S,Midi Ch. 2,T/S,Midi Ch. 3,T/S,Midi Ch. 4,T/S,Midi Ch. 5,T/S,Midi Ch. 6,T/S,Midi Ch. 7,T/S,Midi Ch. 8,T/S,Midi Ch. 9,T/S,Midi Ch. 10,T/S,Midi Ch. 11,T/S,Midi Ch. 12,T/S,Midi Ch. 13,T/S,Midi Ch. 14,T/S,Midi Ch. 15,T/S,Midi Ch. 16,,Midi Filter,Receive clock ,Send Clock,Editor,Notes
,Midi out,1,→,,,,,,→,MioXL MAC PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Midi out,2,→,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Midi in,1,←,,,,,,←,MioXL MAC PRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Usb,0,↔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cv/Gate/Triggers,1-4+8,→,,,,,,,,x ch1_Guest_cv/gate_triggers,,x ch2_Guest_cv/gate,,x ch3_Guest_cv/gate,,x ch3_Guest_cv/gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MioXL MAC PRO,Port #,,RTP Group,T/S,path 1,T/S,path 2,T/S,Source / Destination,T/S,Midi Ch. 1,T/S,Midi Ch. 2,T/S,Midi Ch. 3,T/S,Midi Ch. 4,T/S,Midi Ch. 5,T/S,Midi Ch. 6,T/S,Midi Ch. 7,T/S,Midi Ch. 8,T/S,Midi Ch. 9,T/S,Midi Ch. 10,T/S,Midi Ch. 11,T/S,Midi Ch. 12,T/S,Midi Ch. 13,T/S,Midi Ch. 14,T/S,Midi Ch. 15,T/S,Midi Ch. 16,,Midi Filter,Receive clock ,Send Clock,Editor,Notes
,Din Out (r),1,→,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din Out (r),2,→,1,,,,,,Keystep Pro,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
,Din Out (r),3,→,1,,,,,T1,Midi Solutions Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x x,editor going to work?
,Din Out (r),4,→,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prophet 6,,,,,,Sends to Mac Pro
,Din Out (r),  ,→,1,,,,,,,,,,,,,,3rd Wave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sends to Mac Pro?
,Din Out (r),6,→,1,T1,Roland MPG-80,,,,,,,,,,,,,T2,MKS80,,,,,,,,,,,,,,,,,,,,,,,,,,,x,
,Din Out (f),7,→,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din Out (f),8,→,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din Out (f),9,→,1,,,,,T1,Quad Merge,,,,,,,,,,,,,T2,Matrix 1000w,,,,,,,,,,,,,,,,,,,,,,,x,
,Din Out (f),10,→,1,T1,Roland PG-1000,,,,,,,,,,,,,,,T2,D550,,,,,,,,,,,,,,,,,,,,,,,,,x,
,Din Out (f),11,→,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din Out (f),12,→,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din In (r),1,←,,←,Midi Solutions Merger D out 1,,Midi Solutions Merger D In 1,T/S,Cirklon Port 1 /,,X,,X,,X,,X,,X,,X,,X,,X,,X,,X,,X,,X,,X,,X,,X,,X,,,,,,
,Din In (r),2,←,,,,,,←,Keystep Pro out1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din In (r),3,←,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din In (r),4,←,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prophet 6,,,,,,
,Din In (r),5,←,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3rd Wave,,,,,,,,
,Din In (r),6,←,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din In (f),7,←,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din In (f),8,←,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Usb Host (r),1,↔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Usb Host (r),2,↔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Usb Host (r),3,↔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Usb Host (r),4,↔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Usb Host (r),5,↔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Usb Host (r),6,↔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Usb Host (f),7,↔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Usb Host (f),8,↔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Usb Host (f),9,↔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Usb Host (f),10,↔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Usb Daw (f),0,↔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rtp,0,↔,,,,,,↔,KB TP-LINK RTP router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prophet 6,Port #,,RTP Group,T/S,path 1,T/S,path 2,T/S,Source / Destination,T/S,Midi Ch. 1,T/S,Midi Ch. 2,T/S,Midi Ch. 3,T/S,Midi Ch. 4,T/S,Midi Ch. 5,T/S,Midi Ch. 6,T/S,Midi Ch. 7,T/S,Midi Ch. 8,T/S,Midi Ch. 9,T/S,Midi Ch. 10,T/S,Midi Ch. 11,T/S,Midi Ch. 12,T/S,Midi Ch. 13,T/S,Midi Ch. 14,T/S,Midi Ch. 15,T/S,Midi Ch. 16,,Midi Filter,Receive clock ,Send Clock,Editor,Notes
,Midi Din Out,1,→,,→,Midi Solutions Merger A In 1,→,Midi Solutions Merger D In 2,→,MioXL MAC PRO port 1 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Midi Din In,1,←,,,,,,←,MioXL MAC PRO port 4 out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Usb,0,↔,,,,,,,Mac Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3rd Wave,Port #,,RTP Group,T/S,path 1,T/S,path 2,T/S,Source / Destination,T/S,Midi Ch. 1,T/S,Midi Ch. 2,T/S,Midi Ch. 3,T/S,Midi Ch. 4,T/S,Midi Ch. 5,T/S,Midi Ch. 6,T/S,Midi Ch. 7,T/S,Midi Ch. 8,T/S,Midi Ch. 9,T/S,Midi Ch. 10,T/S,Midi Ch. 11,T/S,Midi Ch. 12,T/S,Midi Ch. 13,T/S,Midi Ch. 14,T/S,Midi Ch. 15,T/S,Midi Ch. 16,,Midi Filter,Receive clock ,Send Clock,Editor,Notes
,Midi Din Out,1,→,,,,,,,mio?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mio?
,Midi Din In,1,←,,,,,,←,MioXL MAC PRO port 5 out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Usb,0,↔,,,,,,,mio?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mio?
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LOCATION = KB ISLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FROM Cirklon PORT 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Midi Solutions Merger E,Port #,,RTP group,T/S,path 1,T/S,path 2,T/S,Source / Destination,T/S,Midi Ch. 1,T/S,Midi Ch. 2,T/S,Midi Ch. 3,T/S,Midi Ch. 4,T/S,Midi Ch. 5,T/S,Midi Ch. 6,T/S,Midi Ch. 7,T/S,Midi Ch. 8,T/S,Midi Ch. 9,T/S,Midi Ch. 10,T/S,Midi Ch. 11,T/S,Midi Ch. 12,T/S,Midi Ch. 13,T/S,Midi Ch. 14,T/S,Midi Ch. 15,T/S,Midi Ch. 16,,Midi Filter,Receive clock ,Send Clock,Editor,Notes
,Din Out,1,→,,,,,,→,MioXL KB ISLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din Out,2,→,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din In,1,←,,,,T1,Midi Solutions Merger B 1 in,←,Cirklon Port 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din In,2,←,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ROLAND MPU101 C (f9cb9c),Port #,,RTP group,T/S,path 1,T/S,path 2,T/S,Source / Destination,T/S,Midi Ch. 1,T/S,Midi Ch. 2,T/S,Midi Ch. 3,T/S,Midi Ch. 4,T/S,Midi Ch. 5,T/S,Midi Ch. 6,T/S,Midi Ch. 7,T/S,Midi Ch. 8,T/S,Midi Ch. 9,T/S,Midi Ch. 10,T/S,Midi Ch. 11,T/S,Midi Ch. 12,T/S,Midi Ch. 13,T/S,Midi Ch. 14,T/S,Midi Ch. 15,T/S,Midi Ch. 16,,Midi Filter,Receive clock ,Send Clock,Editor,Notes
,CVGATE OUT ,1,→,,,,,,,,,,,,,Arp Solus #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CVGATE OUT,2,→,,,,,,,,,,,,,,,Arp Solus #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CVGATE OUT,3,→,,,,,,,,,,,,,,,,,Oberheim TVS-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CVGATE OUT,4,→,,,,,,,,,,,,,,,,,,,x Guest cv/gate,,,,,,,,,,,,,,,,,,,,,,,,,,
,Midi Din In,1,←,,,,,,←,Blokas Midihub 1 D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Midi Din Thru,1,→,,,,,,→,Rack 2 Guest (Opsix),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bloka Midihub 1 (a2c4c9),Port #,,RTP group,T/S,path 1,T/S,path 2,T/S,Source / Destination,,Midi Ch. 1,T/S,Midi Ch. 2,T/S,Midi Ch. 3,T/S,Midi Ch. 4,T/S,Midi Ch. 5,T/S,Midi Ch. 6,T/S,Midi Ch. 7,T/S,Midi Ch. 8,T/S,Midi Ch. 9,T/S,Midi Ch. 10,T/S,Midi Ch. 11,T/S,Midi Ch. 12,T/S,Midi Ch. 13,T/S,Midi Ch. 14,T/S,Midi Ch. 15,T/S,Midi Ch. 16,,Midi Filter,Receive clock ,Send Clock,Editor,Notes
,Out,A,→,,,,,,,,,Moog Model D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""rechannelizing""",,,,
,Out,B,→,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,"""rechannelizing""",,,,
,Out,C,→,,,,,,→, ,,,,,,X,,X,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
,Out,D,→,,,,,,→,MioXL KB ISLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,In,A,←,,,,,,←,MioXL KB ISLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,In,B,←,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,In,C,←,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,In,D,←,,←,rack 2(K5000R) tbd ,←,rack 2 (S612) tbd ,←,Rack 2 Guest (Opsix),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Usb b,1,↔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MioXL KB ISLAND,,,RTP group,T/S,path 1,T/S,path 2,T/S,Source / Destination,,Midi Ch. 1,T/S,Midi Ch. 2,T/S,Midi Ch. 3,T/S,Midi Ch. 4,T/S,Midi Ch. 5,T/S,Midi Ch. 6,T/S,Midi Ch. 7,T/S,Midi Ch. 8,T/S,Midi Ch. 9,T/S,Midi Ch. 10,T/S,Midi Ch. 11,T/S,Midi Ch. 12,T/S,Midi Ch. 13,T/S,Midi Ch. 14,T/S,Midi Ch. 15,T/S,Midi Ch. 16,,Midi Filter,Receive clock ,Send Clock,Editor,Notes
,Din Out (r),1,→,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din Out (r),2,→,,,,,,→,Blokas Midihub 1 A,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
,Din Out (r),3,→,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,,,,,,,,,,,,,,,,
,Din Out (r),4,→,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filter all but ch.9,,,,
,Din Out (r),5,→,,T1,Stereo Ping Prophet VS Prgmr,,,,,,,T2,SCI Prophet VS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din Out (r),6,→,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din Out (f),7,→,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din Out (f),8,→,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din Out (f),9,→,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din Out (f),10,→,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din Out (f),11,→,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din Out (f),12,→,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din In (r),1,←,,T2,Midi Solutions Merger E 1 in,T1,Midi Solutions Merger B 1 in,←,Cirklon Port 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din In (r),2,←,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din In (r),3,←,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din In (r),4,←,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din In (r),5,←,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din In (r),6,←,,,,,,←,Blokas Midihub 1 D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din In (f),7,←,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Din In (f),8,←,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Usb Host (r),1,↔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Usb Host (r),2,↔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Usb Host (r),3,↔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Usb Host (r),4,↔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Usb Host (r),5,↔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Usb Host (r),6,↔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Usb Host (f),7,↔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Usb Host (f),8,↔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Usb Host (f),9,↔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Usb Host (f),10,↔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Usb Daw (f),0,↔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rtp,0,↔,,,,,,,KB TP-LINK RTP router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LOCATION = SYNTH WALL E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FROM Cirklon PORT 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Midimizer 2,Port #,,RTP group,T/S,path 1,T/S,path 2,T/S,Source/Destination ,T/S,Midi Ch. 1,T/S,Midi Ch. 2,T/S,Midi Ch. 3,T/S,Midi Ch. 4,T/S,Midi Ch. 5,T/S,Midi Ch. 6,T/S,Midi Ch. 7,T/S,Midi Ch. 8,T/S,Midi Ch. 9,T/S,Midi Ch. 10,T/S,Midi Ch. 11,T/S,Midi Ch. 12,T/S,Midi Ch. 13,T/S,Midi Ch. 14,T/S,Midi Ch. 15,T/S,Midi Ch. 16,,Midi Filter,Receive Clock,Send Clock,Editor,Notes
,Midmizer Out,1,→,,,,,,,MioXL KB E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Midimizer In,1,←,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bloka Midihub 2,Port #,,RTP group,T/S,Action,T/S,path 1,T/S,Source/Destination,T/S,Midi Ch. 1,T/S,Midi Ch. 2,T/S,Midi Ch. 3,T/S,Midi Ch. 4,T/S,Midi Ch. 5,T/S,Midi Ch. 6,T/S,Midi Ch. 7,T/S,Midi Ch. 8,T/S,Midi Ch. 9,T/S,Midi Ch. 10,T/S,Midi Ch. 11,T/S,Midi Ch. 12,T/S,Midi Ch. 13,T/S,Midi Ch. 14,T/S,Midi Ch. 15,T/S,Midi Ch. 16,,Midi Filter,Receive Clock,Send Clock,Editor,Notes
,Out,A,→,,,"MIDI rechannelize, note remap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Out,B,→,,,"MIDI rechannelize, note remap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Out,C,→,,,"MIDI rechannelize, note remap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Out,D,→,,,"MIDI rechannelize, note remap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,In,A,←,,,Filter - all but Clock related messages,,,←,JLCooper MSB-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,In,B,←,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,In,C,←,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,In,D,←,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USB ,0,↔,,,,,,←,MioXL KB E - usb A - Host - 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,V-port ,1,↔,,,,,,,drum machines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,V-port,2,↔,,,,,,,beat clock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,V-port,3,↔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,V-port,4,↔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
