.,,,Jupiter 8,,,,Jupiter-4,,,,MemoryMoog,,,,XPANDER,,,,MATRIX1000,,,,Roland Jupiter-6  ( Which MIDI Kit? ),,,,Korg PS-3300,,,,SCI Prophet 5 Rev 2 / 3.3 (which kit),,,,Oberheim OBX8,,,,Korg Wavestation ,,,,Kawai K5000r,,,,AKAI S612,,,,Kurzweil K2000R,,,,Korg  OPSIX,,,,x,,,,PS-3300,,,,VP-9000,,,,Korg DVP-1,,,,Digitech Studio Vocalist,,,,Synth 8,,,,,,,,Melborne,,,,C15,,,,3rd Wave,,,,ISE - NIN,,,,-,,,,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Midi Send/Receive,N/Y,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/,,,Midi Send/Receive,/
,,,,Channel Out/In,- /1,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/,,,Channel Out/In,/
CC,(general),,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes,,Value,Parameter,Notes
25,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OSC 1 Level,0–1,Volume for oscillator 1,,,,,,,,,,,,,,,,,,,,,,,,,,,[SAMPLE & HOLD] CLOCK FREQUENCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OSC 2 Level,0–1,Volume for oscillator 2,,,,,,,,,,,,,,,,,,,,,,,,,,,[GENERAL EG] DELAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2 OSC 1 On Level,0–127,Extra OSC1 volume tweak,,,,,,,,,,,,,,,,,,,,,,,,,,,"[GENERAL EG]  ATTACK, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2 OSC 2 On Level,0–127,Additional level control for OSC2,,,,,,,,,,,,,,,,,,,,,,,,,,,[GENERAL EG] RELEASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noise Level,0–1,Sets level of noise generator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,0–127,Additional noise level control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filter Modulation,0–127,Modulation amount for filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Bank Select LSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bank Select LSB,0–127,Least Significant Byte for bank select,,,Bank LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Modulation LSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filter Frequency,0–127,Adjusts filter cutoff frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,[SG] WAVE FORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Breath LSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filter Resonance,0–127,Controls filter resonance,,,,,,,,,,,,,,,,,,,,,,,,,,,[SG] FREQ FINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filter Type,0–5,Selects filter type,,,,,,,,,,,,,,,,,,,,,,,,,,,[SG] FREQ COARSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Foot LSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filter Keyboard,0–1,Keyboard tracking amount for filter,,,,,,,,,,,,,,,,,,,,,,,,,,,[SG - FREQ MOD] MG1 INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Portamento LSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2 Filter KBD On Level,0–127,Additional keyboard tracking control,,,,,,,,,,,,,,,,,,,,,,,,,,,[SG - FREQ MOD]  EXT INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Data Entry LSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Entry LSB,0–127,Used with NRPN/RPN messages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0-127,Data Entry LSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Volume LSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filter Envelope Attack,0–127,Attack time for filter envelope,,,,,,,,,,,,,,,,,,,,,,,,,,,[DLPF] CUTOFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Balance LSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filter Envelope Decay,0–127,Decay time for filter envelope,,,,,,,,,,,,,,,,,,,,,,,,,,,[DLPF] PEAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filter Envelope Sustain,0–127,Sustain level for filter envelope,,,,,,,,,,,,,,,,,,,,,,,,,,,[DLPF] KBD FILTER BALNCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Pan LSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filter Envelope Release,0–127,Release time for filter envelope,,,Pan LSB,,,,,,,,,,,,,,,,,,,,,,,,[DLPF] EXPAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Expression LSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filter Envelope Velocity On/Off,0–1,Attack time for amplifier envelope,,,,,,,,,,,,,,,,,,,,,,,,,,,[DLPF - CUTOFF FREQ MOD] MG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Effect 1 LSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filter Pressure,0–127,Decay time for amplifier envelope,,,,,,,,,,,,,,,,,,,,,,,,,,,[DLPF - CUTOFF FREQ MOD] EXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Effect 2 LSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Volume Envelope Attack,0–127,Sustain level for amplifier envelope,,,,,,,,,,,,,,,,,,,,,,,,,,,[EM] ATTACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Volume Envelope Decay,0–127,Release time for amplifier envelope,,,,,,,,,,,,,,,,,,,,,,,,,,,[EM] DECAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Volume Envelope Sustain,0–127,Velocity sensitivity for amp envelope,,,,,,,,,,,,,,,,,,,,,,,,,,,[EM] SUSTAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,General Purpose 1 LSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Volume Envelope Release,0–127,Velocity sensitivity for filter envelope,,,,,,,,,,,,,,,,,,,,,,,,,,,[EM]RELEASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,General Purpose 2 LSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Volume Envelope Velocity On/Off,0–1,Modulation amount for filter envelope,,,,,,,,,,,,,,,,,,,,,,,,,,,KBD VOLUME BALANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,General Purpose 3 LSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Envelope Type,0–1,Polarity setting for filter envelope,,,,,,,,,,,,,,,,,,,,,,,,,,,[RESO] RESONANCE INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,General Purpose 4 LSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LFO 1 Rate,0–127,Delay time for filter envelope,,,,,,,,,,,,,,,,,,,,,,,,,,,[RESO] RESONATOR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LFO 1 Shape,0–4,Looping mode for filter envelope,,,,,,,,,,,,,,,,,,,,,,,,,,,[RESO] RESONATOR 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LFO 1 Depth 1,0–127,Delay time for amp envelope,,,,,,,,,,,,,,,,,,,,,,,,,,,[RESO] RESONATOR 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LFO 1 Depth 2,0–127,Looping mode for amp envelope,,,,,,,,,,,,,,,,,,,,,,,,,,,AMPLITUDE MODULATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LFO 1 Destination 1 OSC 1,0–1,Rate control for LFO1,,,,,,,,,,,,,,,,,,,,,,,,,,,[MG] MG1 FREQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LFO 1 Destination 1 OSC 2,0–1,Waveform shape for LFO1,,,,,,,,,,,,,,,,,,,,,,,,,,,[MG] MG2 FREQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LFO 1 Destination Filter,0–1,Modulation destination for LFO1,,,,,,,,,,,,,,,,,,,,,,,,,,,[SG - TEMPERMENT ADJUEST] C-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LFO 1 Destination 2 PWM 1,0–1,Modulation amount for LFO1,,,,,,,,,,,,,,,,,,,,,,,,,,,[SG - TEMPERMENT ADJUEST] C-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LFO 1 Destination 2 PWM 2,0–1,Sync settings for LFO1,,,,,,,,,,,,,,,,,,,,,,,,,,,[SG - TEMPERMENT ADJUEST] C-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LFO 1 Destination 2 Volume,0–1,Rate control for LFO2,,,,,,,,,,,,,,,,,,,,,,,,,,,[SG - TEMPERMENT ADJUEST] C-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LFO Pressure,0–127,Waveform shape for LFO2,,,,,,,,,,,,,,,,,,,,,,,,,,,[SG - TEMPERMENT ADJUEST] C-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2 LFO Type,0–1,Modulation destination for LFO2,,,,,,,,,,,,,,,,,,,,,,,,,,,[SG - TEMPERMENT ADJUEST] C-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2 LFO Sample & Hold In,0–1,Modulation amount for LFO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Sustain Pedal On/Off,,,,,,,,,,,sustain pedal,,,,,,,,,,,,,,,,,,,,,,,Sustain Pedal,0–127,"0–63: Off, 64–127: On",,,Damper ,,,,,,,0-127,Damper Pedal,,,,,,,Sustain Pedal,0–127,"0–63: Off, 64–127: On",,0–127,Sustain Pedal,"0–63: Off, 64–127: On",,,,,,0-127,Hold 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Portamento On/Off Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portamento On/Off,0–127,"0–63: Off, 64–127: On",,0–127,Portamento On/Off,"0–63: Off, 64–127: On",,,,,,0-127,Portamento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Sostenuto On/Off Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sostenuto Pedal,0–127,"0–63: Off, 64–127: On",,0–127,Sostenuto Pedal,"0–63: Off, 64–127: On",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Soft Pedal On/Off Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soft Pedal,0–127,"0–63: Off, 64–127: On",,0–127,Soft Pedal,"0–63: Off, 64–127: On",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Legato FootSwitch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0–127,Legato Footswitch,"0–63: Off, 64–127: On",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Hold 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0–127,Hold 2,"0–63: Off, 64–127: On",,,,,,0-127,Hold 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Sound Controller 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unison,0–1,Selects sound variation,,,,,,0–127,Even/Odd Harmonic Balance,K5000R Specific,,,,,,,,,,Algorithm Select,0–127,Selects the FM algorithm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Sound Controller 2,,,,,,0-127,VCF Resonance ,*,,,,,,,,,,,,,,,,,,,,,,,,,,Unison Voice Count,0–127,Alternate control for filter resonance,,,,,,0–127,Release Time,K5000R Specific,,,,,,,,,,Resonance,0–127,Adjusts filter resonance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Sound Controller 3,,,,,,0-127,VCF Cutoff ,same as CC 16*,,,,,,,,,,,,,,,,,,,,,,,,,,Unison Key Mode,0–2,Alternate control for envelope release,,,,,,0–127,Attack Time,K5000R Specific,,,,,,,,,,Attack Time,0–127,Controls the attack time of the envelope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Sound Controller 4,,,,,,0-127,VCA Envelope Sustain,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2 Pedal Release,0–127,Alternate control for envelope attack,,,,,,0–127,Filter Cutoff,K5000R Specific,,,,,,,,,,Filter Cutoff,0–127,Adjusts the filter cutoff frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Sound Controller 5,,,,,,0-127,VCF Envelope Sustain,,,,,,,,,,,,,,,,,,,,,,,,,,,Brightness (Filter Cutoff Relative),0–127,Alternate control for filter cutoff,,,,,,0–127,Filter Depth,K5000R Specific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Sound Controller 6,,,,,,0-127,HPF Cutoff, ,,,,,,,,,,,,,,,,,,,,,,,,,,Mod Box LFO2 Rate,0–127,Alternate control for envelope decay,,,,,,0–127,Filter Velocity Sensitivity,K5000R Specific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Sound Controller 7,,,,,,0-127,LFO Rate,*,,,,,,,    ,,,,,,,,,,,,,,,,,,,Mod Box LFO2 Shape,0–5,Controls vibrato rate,,,,,,0–127,Filter Resonance,K5000R Specific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Sound Controller 8,,,,,,0-127,VCA Level,*,,,,,,,,,,,,,,,,,,,,,,,,,,Mod Box LFO2 Destination OSC 1,0–1,Controls vibrato depth,,,,,,0–127,Decay Time,K5000R Specific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Sound Controller 9,,,,,,,VCF Envelope Modulation,*,,,,,,,,,,,,,,,,,,,,,,,,,,Mod Box LFO2 Destination OSC 2,0–1,Delay time before vibrato starts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Sound Controller 10,,,,,,,VCA RElease,,,,,,,,,,,,,,,,,,,,,,,,,,,Mod Box LFO2 Depth,0–127,Unassigned,,,,,,,,,,,,,,,,,,Decay Time,0–127,Controls the decay time of the envelope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,General Purpose cc ctrlr,,,,,,,VCA Decay,,,,,,,,,,,,,,,,,,,,,,,,,,,Mod Box LFO2 Bend OSC 2 Only,0–1,Unassigned,,,,,,0–127,User Control 1,Assignable,,,,,,,,,,,,,,,,,,,"[SG - TEMPERMENT ADJUEST] C-F, F#-B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,General Purpose cc ctrlr,,,,,,,VCA Attack,,,,,,,,,,,,,,,,,,,,,,,,,,,Mod Box Mode,0–1,Various channel mode settings,,,,,,0–127,User Control 2,Assignable,,,,,,,,,,Effect 1 Depth,0–127,Adjusts the depth of Effect 1,,,,,,,"[SG - TEMPERMENT ADJUEST] C-F, F#-B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,General Purpose cc ctrlr,,,,,,,VCF Release,,,,,,,,,,,,,,,,,,,,,,,,,,,Mod Box LFO2 Lower,0–127,,,,,,,0–127,User Control 3,Assignable,,,,,,,,,,Effect 2 Depth,0–127,Adjusts the depth of Effect 2,,,,,,,"[SG - TEMPERMENT ADJUEST] C-F, F#-B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,General Purpose cc ctrlr,,,,,,,VCF Decay,,,,,,,,,,,,,,,,,,,,,,,,,,,Mod Box LFO2 Upper,0–127,,,,,,,0–127,User Control 4,Assignable,,,,,,,,,,Effect 3 Depth,0–127,Adjusts the depth of Effect 3,,,,,,,"[SG - TEMPERMENT ADJUEST] C-F, F#-B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Portamento CC Control,,,,,,,VCF Env Attack,,,,,,,,,,,,,,,,,,,,,,,,,,,Mod Box Arp On,0–1,,,,,,,0–127,Portamento Control,Standard MIDI,,,,,,,,,,,,,,,,,,,"[SG - TEMPERMENT ADJUEST] C-F, F#-B",,,0-127,Portamento Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
